the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",the 1st letter of the Roman alphabet,the blood group whose red cells carry the A antigen,,,,,,,,,,,,,,,,,,,,,,,,,,
is,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer""","be identical to; be someone or something; ""The president of the company is John Smith""; ""This is my house""","occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?""","have an existence, be extant; ""Is there a God?""","happen, occur, take place; ""I lost my wallet; this was during the visit to my parents' house""; ""There were two hundred people at his funeral""; ""There was a lot of noise in the kitchen""","be identical or equivalent to; ""One dollar equals 1,000 rubles these days!""","form or compose; ""This money is my only income""; ""The stone wall was the backdrop for the performance""; ""These constitute my entire belonging""; ""The children made up the chorus""; ""This sum represents my entire income for a year""; ""These few men comprise his entire army""","work in a specific place, with a specific subject, or in a specific function; ""He is a herpetologist""; ""She is our resident philosopher""","represent, as of a character on stage; ""Derek Jacobi was Hamlet""","spend or use time; ""I may be an hour""","have life, be alive; ""Our great leader is no more""; ""My grandfather lived until the end of war""","to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form; ""let her be""","be priced at; ""These shoes cost $100""",,,,,,,,,,,,,,,,,,,,
light,"(physics) electromagnetic radiation that can produce a visual sensation; ""the light was filtered through a soft glass window""","any device serving as a source of illumination; ""he stopped the car and turned off the lights""","a particular perspective or aspect of a situation; ""although he saw it in a different light, he still did not understand""","the quality of being luminous; emitting or reflecting light; ""its luminosity is measured relative to that of our sun""","an illuminated area; ""he stepped into the light""","a condition of spiritual awareness; divine illumination; ""follow God's light""","the visual effect of illumination on objects or scenes as created in pictures; ""he could paint the lightest light and the darkest dark""","a person regarded very fondly; ""the light of my life""","having abundant light or illumination; ""they played as long as it was light""; ""as long as the lighting was good""","mental understanding as an enlightening experience; ""he finally saw the light""; ""can you shed light on this problem?""","merriment expressed by a brightness or gleam or animation of countenance; ""he had a sparkle in his eye""; ""there's a perpetual twinkle in his eyes""","public awareness; ""it brought the scandal to light""",a divine presence believed by Quakers to enlighten and guide the soul,"a visual warning signal; ""they saw the light of the beacon""; ""there was a light at every corner""","a device for lighting or igniting fuel or charges or fires; ""do you have a light?""",,,,,,,,,,,,,,,,,,
art,"the products of human creativity; works of art collectively; ""an art exhibition""; ""a fine collection of art""","the creation of beautiful or significant things; ""art does not need to be innovative to be good""; ""I was never any good at art""; ""he said that architecture is the art of wasting space beautifully""","a superior skill that you can learn by study and practice and observation; ""the art of conversation""; ""it's quite an art""","photographs or other visual representations in a printed publication; ""the publisher was responsible for all the artwork in the book""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,"cause to go somewhere; ""The explosion sent the car flying in the air""; ""She sent her children to camp""; ""He directed all his energies into his dissertation""","to cause or order to be taken, directed, or transmitted to another place; ""He had sent the dispatches downtown to the proper people and had slept""","cause to be directed or transmitted to another place; ""send me your latest results""; ""I'll mail you the paper when it's written""",transport commercially,assign to a station,"transfer; ""The spy sent the classified information off to Russia""","cause to be admitted; of persons to an institution; ""After the second episode, she had to be committed""; ""he was committed to prison""","broadcast over the airwaves, as in radio or television; ""We cannot air this X-rated song""",,,,,,,,,,,,,,,,,,,,,,,,,
determine,"establish after a calculation, investigation, experiment, survey, or study; ""find the product of two numbers""; ""The physicist who found the elusive particle won the Nobel Prize""","shape or influence; give direction to; ""experience often determines ability""; ""mold public opinion""","fix conclusively or authoritatively; ""set the rules""","decide upon or fix definitely; ""fix the variables""; ""specify the parameters""","reach, make, or come to a decision about something; ""We finally decided after lengthy deliberations""","fix in scope; fix the boundaries of; ""the tree determines the border of the property""","settle conclusively; come to terms; ""We finally settled the argument""","find out, learn, or determine with certainty, usually by making an inquiry or other effort; ""I want to see whether she speaks French""; ""See whether it works""; ""find out if he speaks Russian""; ""Check whether the train leaves on time""",,,,,,,,,,,,,,,,,,,,,,,,,
wife,a married woman; a man's partner in marriage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
material,"the tangible substance that goes into the makeup of a physical object; ""coal is a hard black material""; ""wheat is the stuff they use to make bread""","information (data or ideas or observations) that can be used or reworked into a finished form; ""the archives provided rich material for a definitive biography""","artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress""","things needed for doing or making something; ""writing materials""; ""useful teaching materials""","a person judged suitable for admission or employment; ""he was university material""; ""she was vice-presidential material""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
least,"something that is of no importance; ""it is the least I can do""; ""that is the least of my concerns""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet,"up to the present time; ""I have yet to see the results""; ""details are yet to be worked out""","used in negative statement to describe a situation that has existed up to this point or up to the present time; ""So far he hasn't called""; ""the sun isn't up yet""","to a greater degree or extent; used with comparisons; ""looked sick and felt even worse""; ""an even (or still) more interesting problem""; ""still another problem must be solved""; ""a yet sadder tale""","within an indefinite time or at an unspecified future time; ""he longed for the flowers that were yet to show themselves""; ""sooner or later you will have to face the facts""; ""in time they came to accept the harsh reality""","used after a superlative; ""this is the best so far""; ""the largest drug bust yet""","despite anything to the contrary (usually following a concession); ""although I'm a little afraid, however I'd like to try it""; ""while we disliked each other, nevertheless we agreed""; ""he was a stern yet fair master""; ""granted that it is dangerous, all the same I still want to go""",,,,,,,,,,,,,,,,,,,,,,,,,,,
voice,"the distinctive quality or pitch or condition of a person's speech; ""A shrill voice sounded behind us""","the sound made by the vibration of vocal folds modified by the resonance of the vocal tract; ""a singer takes good care of his voice""; ""the giraffe cannot make any vocalizations""","a sound suggestive of a vocal utterance; ""the noisy voice of the waterfall""; ""the incessant voices of the artillery""","expressing in coherent verbal form; ""the articulation of my feelings""; ""I gave voice to my feelings""","a means or agency by which something is expressed or communicated; ""the voice of the law""; ""the Times is not the voice of New York""; ""conservatism has many voices""","something suggestive of speech in being a medium of expression; ""the wee small voice of conscience""; ""the voice of experience""; ""he said his voices told him to do it""","(metonymy) a singer; ""he wanted to hear trained voices sing it""","an advocate who represents someone else's policy or purpose; ""the meeting was attended by spokespersons for all the major organs of government""","the ability to speak; ""he lost his voice""",(linguistics) the grammatical relation (active or passive) of the grammatical subject of a verb to the action that the verb denotes,"the melody carried by a particular voice or instrument in polyphonic music; ""he tried to sing the tenor part""",,,,,,,,,,,,,,,,,,,,,,
community,"a group of people living in a particular local area; ""the team is drawn from all parts of the community""","common ownership; ""they shared a community of possessions""","a group of nations having common interests; ""they hoped to join the NATO community""","agreement as to goals; ""the preachers and the bootleggers found they had a community of interests""",a district where people live; occupied primarily by private residences,(ecology) a group of interdependent organisms inhabiting the same region and interacting with each other,,,,,,,,,,,,,,,,,,,,,,,,,,,
party,"an organization to gain political power; ""in 1992 Perot tried to organize a third party at the national level""","a group of people gathered together for pleasure; ""she joined the party after dinner""","a band of people associated temporarily in some activity; ""they organized a party to search for food""; ""the company of cooks walked into the kitchen""","an occasion on which people can assemble for social interaction and entertainment; ""he planned a party to celebrate Bastille Day""","a person involved in legal proceedings; ""the party of the first part""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
